canonical_taxon_id,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,elevation,habitat_suitability,esm2_dim_1,esm2_dim_2,esm2_dim_3,esm2_dim_4,esm2_dim_5,esm2_dim_6,esm2_dim_7,esm2_dim_8,esm2_dim_9,esm2_dim_10,esm2_dim_11,esm2_dim_12,esm2_dim_13,esm2_dim_14,esm2_dim_15,esm2_dim_16,esm2_dim_17,esm2_dim_18,esm2_dim_19,esm2_dim_20,esm2_dim_21,esm2_dim_22,esm2_dim_23,esm2_dim_24,esm2_dim_25,esm2_dim_26,esm2_dim_27,esm2_dim_28,esm2_dim_29,esm2_dim_30,esm2_dim_31,esm2_dim_32,snp_dim_1,snp_dim_2,snp_dim_3,snp_dim_4,snp_dim_5,snp_dim_6,snp_dim_7,snp_dim_8,snp_dim_9,snp_dim_10,snp_dim_11,snp_dim_12,snp_dim_13,snp_dim_14,snp_dim_15,snp_dim_16,func_dim_1,func_dim_2,func_dim_3,func_dim_4,func_dim_5,func_dim_6,func_dim_7,func_dim_8,func_dim_9,func_dim_10,func_dim_11,func_dim_12,func_dim_13,func_dim_14,func_dim_15,func_dim_16,phylo_dim_1,phylo_dim_2,phylo_dim_3,phylo_dim_4,phylo_dim_5,phylo_dim_6,phylo_dim_7,phylo_dim_8,phylo_dim_9,phylo_dim_10,phylo_dim_11,phylo_dim_12,phylo_dim_13,phylo_dim_14,phylo_dim_15,phylo_dim_16,phylo_dim_17,phylo_dim_18,phylo_dim_19,phylo_dim_20,phylo_dim_21,phylo_dim_22,phylo_dim_23,phylo_dim_24,phylo_dim_25,phylo_dim_26,phylo_dim_27,phylo_dim_28,phylo_dim_29,phylo_dim_30,phylo_dim_31,phylo_dim_32
abditomys_latidens,16.6,9.34,51.0,3031.2,26.68,8.36,18.31,18.44,14.77,23.01,10.19,955.83,119.69,47.63,40.21,335.12,119.06,272.51,181.67,328.2,0.9674,1.0979904,0.8043349,-0.44127,0.56485754,-0.43693015,0.45823938,0.79202825,0.7750842,-0.34933203,-0.69762975,0.77079445,0.8235861,-0.4884801,0.12751518,1.3336363,-0.50576353,-0.14361317,-0.15667138,0.9054231,0.13388743,1.453913,-0.19962966,0.22144067,1.4661691,0.23228283,-0.8408212,0.04866789,0.03842257,0.29614434,-0.8575506,-0.85469365,1.6185089,1.5597631,0.20795931,-0.3826332,-0.57669556,-0.657311,-1.4425634,1.3720363,0.26919714,-1.6756774,-1.2182451,1.6041743,-0.016223285,-0.9204662,0.8694993,1.6101766,-0.2748651,0.1931988,-1.3555963,1.8147688,-0.70343953,1.2791833,0.19805476,-0.46185213,0.21799038,-0.7820937,-0.04062385,0.4216532,-0.23948096,0.35728726,0.040911674,0.055292044,0.63704216,-149.97375412306224,-22.794519793181472,-4.847473711179625,2.5300527815294207,0.4872079905741911,-16.548957174664924,51.81511499460958,-0.0003199458421614168,0.00022213473244144758,-27.641813107456088,-0.003658238744853746,0.03462260179262254,7.34302580507242,-0.2253901376479595,0.0019688897688227565,5.247927860659677,0.23618041911561932,0.00028225591192496596,-0.17845808087461865,-9.480903637490465e-05,-0.0017899324625059482,0.0010893831122332394,-0.9580100368977698,-0.01921573691181811,0.0176104353351912,0.00018518373210929916,0.024975340140301148,-0.0810636964688532,-2.237555939623953e-06,-0.07754704100725425,-2.6920353024253323e-05,-0.0028784497285020074
abeomelomys_sevia,22.08,8.41,89.37,1063.8,27.26,17.85,9.41,23.03,21.14,25.38,18.79,1804.66,201.32,109.64,27.09,563.69,274.11,502.68,335.12,410.0,0.9715,-0.674565,-0.013935462,-0.1221509,1.6628511,0.5043816,1.194853,-0.27175584,0.45605254,0.052128065,-0.9417643,-1.0446464,-0.6470881,0.7160753,0.5438808,0.041268222,0.2745578,-0.7283281,-1.5688629,-1.539645,1.7281964,0.1922507,0.73967975,1.391757,-0.03581933,0.6709014,0.7554323,-0.03592207,-0.30163082,0.88344204,0.49778768,1.2679387,-0.26969418,-1.0028883,-0.8468705,-2.380137,1.0546745,1.6201421,1.4333215,-1.2306058,-1.0150057,2.747766,0.22042127,2.188709,-1.1719334,-2.3197815,-0.8973031,0.40175337,-0.15721181,-0.6237085,1.2418848,0.92287886,-0.87255603,0.9566544,-0.16876142,0.08329002,-0.7602292,-1.6690583,-0.36936817,-0.29596072,-0.896266,-0.55814373,0.11435205,-0.26985672,-0.13587913,-149.97375412302418,-22.794519793179962,-4.847473711178574,2.530052781529858,0.4872079905812373,-16.54895717467001,51.8151149945848,-0.0003199458636155327,0.00022213472592698825,-27.6418131074533,-0.003658238767250444,0.03462260179301005,7.343025805074021,-0.2253901376494298,0.001968889752915274,5.247927860667152,0.23618041911802015,0.00028225591791890405,-0.1784580808851235,-9.480902239383625e-05,-0.0017899324642182137,0.0010893831375743395,-0.9580100369127185,-0.019215736911243234,0.01761043533093983,0.00018518375557197145,0.0249753401100271,-0.08106369643695371,-2.23753923673786e-06,-0.07754704095863024,-2.6920338972048503e-05,-0.0028784497060525705
abrawayaomys_ruschii,15.87,9.52,50.52,3144.6,26.23,7.39,18.85,17.75,13.98,22.46,9.27,899.39,113.33,44.25,40.96,317.31,110.62,256.76,171.17,388.3,0.9541,-0.050153486,1.9591767,-0.71472114,0.16393109,-0.058940407,2.039144,0.28798082,0.1158504,0.58587444,-1.7782168,0.44844782,-1.6507616,0.96895254,0.50742036,-0.21033382,0.08594794,-0.60893047,1.2292508,-0.10608694,0.64875406,-1.6370156,0.38035315,-0.67019194,2.2214966,0.8404815,-0.9613693,-0.50381714,0.279627,-1.7712891,0.10313787,0.19250315,-0.3634625,0.75709313,-0.26431766,0.81854564,1.2790543,-0.4886391,-0.77035713,-0.7197993,3.0923338,0.8425247,-2.3619409,-0.1609029,-1.511101,-0.35149252,0.017165193,-0.9905541,0.08845554,0.07789315,-0.9572118,0.51836973,1.3363863,1.4431254,0.42224154,3.7939692,-0.4983945,0.5777608,-0.74266475,0.7683993,0.89481807,0.20489809,-0.9707739,0.5536736,-0.4871602,-150.89899698439183,-23.478196744099936,-5.491945152995943,3.9596083068837884,0.8236392864922982,-30.7342721232321,-44.98957194579846,-4.079338635537555e-05,4.507356746745943e-05,-13.666324066391589,-0.002395028704983798,0.023393466836730947,5.055256232742463,-0.1567551472145336,0.001380591214045686,3.7864877674075283,0.1736208340078011,0.0002082769341568878,-0.13336145969578206,-7.089768083691691e-05,-0.0013426606473679657,0.0008198507088581607,-0.7217835664927785,-0.014512775225065241,0.013316487898173126,0.00014009352824833018,0.01891182647344151,-0.06149757604740315,-1.6986323794807583e-06,-0.05888492866167969,-2.0488707010908637e-05,-0.0021908018856724256
abrocoma_bennettii,9.91,10.37,33.58,5695.2,26.9,-3.99,30.89,13.0,6.82,20.73,-0.9,461.41,66.31,16.16,57.97,185.67,40.4,135.65,90.43,105.4,0.6864,1.7955954,3.0665042,0.060634997,-1.3935056,-0.18879943,0.45958465,-0.632224,-2.0014722,0.1040345,-0.76435775,1.6575776,-1.2099956,-0.8905132,0.8656305,1.0648813,1.4323112,-0.43416506,-1.6269085,-0.6981471,-0.5469888,0.009884856,1.004224,1.5181009,-1.9172319,-0.8804348,1.565192,-0.8972309,-0.3812194,-0.17305404,-0.70425,1.8155085,0.78928924,0.09367152,-0.02237165,-0.5391311,-0.643456,-0.69134533,-0.20719533,0.051933408,-0.13039905,-2.060438,1.1071492,0.101722635,1.3259389,-1.3449004,1.4189352,1.968736,-2.565249,0.09064345,-2.077644,0.72083324,-0.9144584,0.30236718,-0.5908219,-0.62950164,1.4462389,-2.1600494,-0.7143054,0.51188296,-1.4651951,-1.091649,0.76459926,-0.5257912,-1.0968599,-146.85101229147514,-20.703668032326743,-3.445317310766271,1.1234200502322507,0.20160836633378945,-6.363307748294739,6.123033959746529,1.4074447622872348e-05,-1.7596813396082746e-05,10.854648609501389,0.004411916731549357,-0.05208591472546924,-12.894013658013789,0.43470026431915865,-0.004120542170589311,-15.50124533885853,-0.9461183878837713,-0.0012174213639922795,1.0330752427564438,0.0005587976609646383,0.011525596117390473,-0.007772403085894003,7.094247934926439,0.15514562906009752,-0.14886754604916574,-0.0015932439504060237,-0.22311731179047287,0.7839143531660382,2.2304167838606334e-05,0.7823295230066204,0.000303592156718733,0.032502495234832694
abrocoma_boliviensis,16.44,9.33,48.86,3195.0,26.94,7.85,19.09,18.35,14.53,23.12,9.76,895.69,113.17,43.81,41.3,316.89,109.53,255.85,170.57,276.0,0.9571,-0.29664323,0.61564827,-0.48502654,1.5577828,0.7804568,0.41136783,-0.19138192,1.5817,-0.32502785,-2.3581705,0.28798932,0.14318275,1.4983816,0.39538506,-0.90412575,1.0305907,-0.43905044,1.2192184,-1.9696927,-1.2532248,-0.5726842,1.4569376,-2.0665014,0.061861794,0.0005585635,0.084336564,-0.7640182,-1.1302775,0.3447788,0.063303255,1.0365934,2.2729654,0.20912075,-1.6375723,-0.7526038,0.23019412,-1.9907217,-1.3176758,0.621653,-1.0815164,-0.1643819,0.8984548,-1.5584894,-1.8139222,-0.6911562,1.2589606,0.061074667,-1.3978211,-0.8790228,0.31294468,-0.71477586,-0.93941367,1.1376444,0.74203724,3.2698245,-1.2693908,0.7799433,-1.2579932,-0.2423004,-1.0487708,-0.4023851,0.5979733,-2.4688382,-0.9737325,-146.8510122914751,-20.703668032332725,-3.445317310766108,1.1234200502309672,0.2016083663329192,-6.363307748290172,6.123033959734325,1.4074448380921804e-05,-1.7596813064515297e-05,10.854648609504858,0.004411916729600471,-0.05208591473079951,-12.89401365801191,0.43470026432378117,-0.004120542170609096,-15.501245338858197,-0.9461183878832378,-0.0012174213649924048,1.0330752427591954,0.0005587976612837684,0.011525596119206222,-0.007772403085826663,7.094247934926554,0.1551456290601768,-0.1488675460481637,-0.0015932439520350815,-0.2231173117919831,0.7839143531658356,2.230416969611833e-05,0.7823295230064904,0.000303592156847424,0.032502495236324896
abrocoma_cinerea,15.84,9.4,45.89,3490.2,27.11,6.62,20.48,17.89,13.79,23.01,8.67,789.67,101.4,37.33,43.27,283.91,93.33,226.35,150.9,229.8,0.9296,-0.44112992,0.27387917,0.6074413,-0.5612365,2.0192,1.6128409,0.57945365,1.79082,-0.4364147,1.4630688,2.212048,-0.36322203,1.0657597,-0.015864942,-0.6374083,-0.7796595,0.9033803,-0.87193966,-2.252081,-1.4542345,-1.8148758,0.8321967,0.46575963,0.6189432,-0.07196068,1.6860254,0.29355785,-0.4652968,-1.225233,1.107322,-0.04219502,0.30627823,-0.6649595,0.28450465,0.2436774,-2.0852456,2.7381861,0.31903002,1.2919683,0.7324373,-0.33199504,1.2016699,-2.915937,2.2148066,-1.1130333,-0.16783272,-0.084556945,-0.91452795,0.9354407,0.40815094,-0.024243753,1.464308,1.4128603,-0.41449514,0.3323476,-0.093803965,0.5265038,-1.3341938,-1.617647,-0.19638903,-0.7672309,-0.15208574,0.12023246,1.6727911,-146.8510122914751,-20.70366803233271,-3.445317310765587,1.1234200502315324,0.20160836633298515,-6.3633077482916045,6.123033959734989,1.4074448389019568e-05,-1.7596812660007974e-05,10.85464860950707,0.0044119167314550485,-0.052085914730752005,-12.894013658014929,0.43470026432452724,-0.004120542170176147,-15.501245338860725,-0.9461183878832141,-0.001217421365530417,1.0330752427591459,0.0005587976624758262,0.011525596116964057,-0.007772403085237103,7.094247934927368,0.15514562905999282,-0.1488675460489368,-0.0015932439523588208,-0.22311731179175023,0.7839143531653774,2.2304169439182196e-05,0.782329523006525,0.0003035921559124092,0.03250249523580981
abrothrix_andinus,13.97,9.69,40.55,4215.6,27.12,3.22,23.91,16.36,11.58,22.34,5.61,582.87,77.78,25.21,48.1,217.78,63.02,168.48,112.32,176.3,0.8295,1.6051589,0.45046735,0.85380256,1.9525781,0.17741732,0.7363451,1.0965286,-0.78256017,0.016679015,-0.63529056,0.60361445,-1.4446217,0.26883036,-0.5907764,-0.06798284,0.93247926,1.4474951,-0.61024195,0.1052089,0.17206757,-0.5105903,-1.7414222,0.06012906,-1.2180257,0.94476897,-0.66412723,0.93386686,0.30589768,1.9238527,2.0123098,-0.80283976,0.8322774,0.5052074,-1.7235309,0.83304965,0.38106957,-1.4020591,-2.0203896,0.50551605,-0.39918652,-0.5613128,0.6626489,0.08602737,-2.0378435,1.1523639,2.216979,1.9717773,-2.8430226,-0.6765872,-0.8669931,-1.0549377,-0.42268482,1.8533337,-0.39260647,-0.57752234,0.9922609,0.3580103,0.23288515,-0.50779796,-0.032234196,-2.276474,-0.97836596,0.5699314,2.052672,-150.89899698439217,-23.47819674409332,-5.491945152993727,3.9596083068824464,0.8236392864927541,-30.73427212322619,-44.989571945815094,-4.079338466347564e-05,4.5073564483988734e-05,-13.666324066383217,-0.0023950287006404437,0.02339346683246033,5.055256232737307,-0.15675514721897688,0.0013805912198813122,3.7864877674014914,0.17362083400583248,0.00020827693482682386,-0.13336145969649013,-7.089768022964238e-05,-0.0013426606508272392,0.0008198507103699698,-0.7217835664893845,-0.014512775226705603,0.013316487897107819,0.00014009352219670012,0.01891182647635488,-0.061497576047362605,-1.6986299231366393e-06,-0.05888492866128403,-2.0488704973162052e-05,-0.0021908018858098365
abrothrix_illuteus,12.63,9.96,38.73,4599.0,26.77,1.05,25.72,15.2,10.06,21.63,3.63,505.16,68.75,20.77,50.66,192.51,51.93,146.66,97.78,203.1,0.7666,-1.6716981,-1.5159351,1.5235983,-1.778122,0.10436299,1.7452806,-0.29162586,0.2614617,0.37437087,1.1776093,-0.18760724,0.043143705,-0.10354504,-0.4154489,-1.2979599,0.5702498,-1.1071182,-1.246133,1.8460424,-1.8330173,-0.21137317,0.2458094,-2.6578987,0.007122759,-1.3996551,1.9583964,0.09300925,0.4840173,0.8804995,2.4959018,0.29941532,-0.7812541,-0.76006824,2.3720315,0.28824216,-0.66836303,-0.4474829,0.67850846,0.9358092,-0.610852,-0.28724673,-1.7906493,1.5208069,-0.43700603,-0.12043093,0.52673215,0.07373205,-0.03496766,0.7028538,-0.47162142,-0.95509464,1.9528838,1.1182027,1.4904734,-0.6117369,-0.63902444,1.0459871,1.1063051,1.6310681,-0.33653796,-0.56233406,-0.4790128,-0.034737825,-1.0010105,-150.89899698439217,-23.47819674409331,-5.491945152993751,3.9596083068822576,0.8236392864932759,-30.734272123226862,-44.989571945815165,-4.07933852677699e-05,4.507356409711883e-05,-13.666324066382918,-0.0023950287006647406,0.023393466833037363,5.055256232739148,-0.15675514721864545,0.0013805912185493431,3.7864877674039037,0.1736208340068863,0.00020827693479517984,-0.13336145969626959,-7.089768096147107e-05,-0.001342660650507731,0.0008198507095713954,-0.7217835664904654,-0.014512775227278053,0.0133164878968415,0.0001400935251332961,0.01891182647546438,-0.06149757604817609,-1.6986292426683457e-06,-0.05888492866114069,-2.0488705927710863e-05,-0.002190801886419925
abrothrix_jelskii,16.61,9.25,47.78,3254.4,27.26,7.89,19.37,18.54,14.67,23.39,9.83,879.89,111.54,42.75,41.7,312.31,106.88,251.52,167.68,222.9,0.955,0.11222825,0.5708306,0.21242802,0.1529057,1.2195128,-0.36648092,-0.89265275,-0.5829226,-1.2837983,0.55150753,2.4535701,-0.086732455,-1.7439786,-0.08231412,-0.4076009,0.1377072,0.39897132,1.246134,-0.18298095,0.7058969,0.23552506,-0.7990316,-0.15887016,-0.90631944,0.036929492,-0.27586088,0.8194321,0.62376684,0.04723504,-0.08601758,-0.5790596,-0.039763775,0.3876561,-1.8061548,-0.09213407,-1.0289543,-1.3278741,-0.88816696,-0.6479574,-1.4403665,1.0310374,2.5540476,1.3128211,-0.81951255,-0.0831284,-0.21271151,1.5704724,0.16004641,-0.73531896,-0.44717252,1.7657539,0.6667682,1.4955043,0.8368371,0.17195232,0.5520082,0.25879312,1.6086031,-1.1415311,-0.2490494,0.9472362,0.4816501,-1.9326292,-1.077732,-150.89899698439217,-23.47819674409331,-5.491945152993771,3.9596083068789136,0.8236392864930121,-30.734272123227623,-44.98957194581552,-4.0793385139280664e-05,4.5073564406350175e-05,-13.666324066382959,-0.0023950287006577835,0.02339346683384559,5.0552562327394055,-0.15675514721820416,0.001380591218876562,3.7864877674035435,0.17362083400624878,0.00020827693465125043,-0.13336145969713437,-7.089768050993591e-05,-0.001342660650658306,0.0008198507100550365,-0.7217835664891252,-0.014512775227885131,0.013316487896083374,0.0001400935234543984,0.0189118264752391,-0.06149757604756092,-1.6986302094508535e-06,-0.05888492866169382,-2.04887063731834e-05,-0.002190801885916274
abrothrix_lanosus,-1.02,12.28,25.13,9496.8,25.85,-23.0,48.85,3.87,-5.9,16.08,-18.11,878.7,149.48,12.22,83.31,418.55,30.55,269.46,179.64,0.0,0.6005,-0.2674971,1.8399104,0.92854226,1.2028173,-0.37104458,-0.8478846,-1.9400609,-1.0654502,2.0662334,-1.0566031,-1.8418359,1.2334764,1.4785068,-1.0988309,2.0758064,0.6182934,0.18903618,-0.26694587,-0.050012477,-0.65876985,1.1129017,-0.46173024,2.7742937,1.520641,1.602906,0.49483415,-1.597389,-1.5873067,0.027685892,-0.18066707,0.11010252,0.25172088,1.1292969,-2.510268,2.6338363,-0.778397,0.68867195,2.5521789,-0.35710022,-1.4306589,0.24790575,0.16516864,-0.68135107,-2.5233295,0.87689924,-0.49790648,-0.5194792,0.36122194,-1.5952241,1.0203109,-0.162548,-0.033431035,0.6348222,0.00058227364,-0.69020253,-0.39765835,-0.36883202,0.67595965,-0.43501493,0.46543273,-0.28772324,-0.16324317,-0.94206405,-1.4174335,-150.89899698439217,-23.478196744093307,-5.491945152993765,3.95960830688174,0.8236392864930867,-30.73427212322695,-44.989571945815364,-4.079338509358293e-05,4.5073564512558545e-05,-13.666324066382739,-0.0023950287002932496,0.02339346683302439,5.055256232738591,-0.15675514721841408,0.0013805912187446374,3.7864877674050916,0.17362083400687825,0.0002082769348669116,-0.13336145969681704,-7.089768014371622e-05,-0.0013426606503108816,0.0008198507100035544,-0.7217835664912112,-0.014512775226975468,0.013316487896665829,0.00014009352412243126,0.01891182647526694,-0.06149757604792279,-1.6986308520069885e-06,-0.05888492866267453,-2.048870749955995e-05,-0.0021908018859943834
